"urn","current_urn","number_of_links"
142602,142602,0
142603,142603,0
142604,142604,0
142605,142605,0
142607,142607,0
142608,142608,0
142609,142609,0
142610,142610,0
142611,142611,0
142612,142612,0
142613,142613,0
142615,142615,0
142616,142616,0
142619,142619,0
142621,142621,0
142623,142623,0
142625,142625,0
142627,142627,0
142629,142629,0
142630,142630,0
142631,142631,0
142632,142632,0
142633,142633,0
142634,142634,0
142635,142635,0
142636,142636,0
142637,142637,0
142638,142638,0
142639,142639,0
142640,142640,0
142641,142641,0
142642,142642,0
142643,142643,0
142644,142644,0
142645,142645,0
142648,142648,0
142649,142649,0
142650,142650,0
142651,142651,0
142652,142652,0
142654,142654,0
142657,142657,0
142659,142659,0
142660,142660,0
142661,142661,0
142662,142662,0
142663,142663,0
142664,142664,0
142665,142665,0
142666,142666,0
142667,142667,0
142668,142668,0
142669,142669,0
142670,142670,0
142671,142671,0
142672,142672,0
142673,142673,0
142674,142674,0
142675,142675,0
142677,142677,0
142678,142678,0
142679,142679,0
142680,142680,0
142681,142681,0
142682,142682,0
142683,142683,0
142684,142684,0
142685,147603,1
142686,142686,0
142687,142687,0
142688,142688,0
142689,142689,0
142690,142690,0
142691,142691,0
142692,142692,0
142693,142693,0
142694,142694,0
142695,142695,0
142696,142696,0
142697,142697,0
142698,142698,0
142699,142699,0
142700,142700,0
142701,142701,0
142702,142702,0
142703,142703,0
142704,142704,0
142705,142705,0
142706,142706,0
142707,142707,0
142708,142708,0
142709,142709,0
142710,142710,0
142711,142711,0
142712,142712,0
142713,142713,0
142714,142714,0
142715,142715,0
142716,142716,0
142717,142717,0
142718,142718,0
142719,142719,0
142720,147173,1
142721,142721,0
142722,142722,0
142723,142723,0
142724,142724,0
142725,142725,0
142726,142726,0
142727,142727,0
142728,142728,0
142729,142729,0
142730,142730,0
142731,142731,0
142732,142732,0
142733,142733,0
142734,142734,0
142735,142735,0
142736,142736,0
142737,142737,0
142738,142738,0
142739,142739,0
142740,142740,0
142741,142741,0
142742,142742,0
142743,142743,0
142744,142744,0
142745,142745,0
142746,142746,0
142747,142747,0
142748,142748,0
142749,142749,0
142750,142750,0
142751,142751,0
142752,142752,0
142753,142753,0
142754,142754,0
142755,142755,0
142756,142756,0
142757,142757,0
142758,142758,0
142759,142759,0
142760,142760,0
142761,142761,0
142762,142762,0
142763,142763,0
142764,142764,0
142765,142765,0
142766,142766,0
142768,142768,0
142769,142769,0
142770,142770,0
142771,142771,0
142772,142772,0
142773,142773,0
142774,142774,0
142775,142775,0
142776,142776,0
142777,145227,1
142778,142778,0
142779,142779,0
142780,142780,0
142781,142781,0
142782,142782,0
142783,142783,0
142784,142784,0
142785,142785,0
142786,142786,0
142787,142787,0
142788,142788,0
142789,142789,0
142790,142790,0
142791,142791,0
142792,142792,0
142793,142793,0
142794,142794,0
142795,142795,0
142797,142797,0
142798,142798,0
142799,142799,0
142800,142800,0
142801,142801,0
142802,142802,0
142803,142803,0
142804,142804,0
142805,142805,0
142806,142806,0
142807,142807,0
142808,142808,0
142809,142809,0
142810,142810,0
142811,142811,0
142812,142812,0
142813,142813,0
142814,142814,0
142817,142817,0
142818,142818,0
142819,142819,0
142820,142820,0
142821,142821,0
142822,142822,0
142823,142823,0
142824,142824,0
142825,142825,0
142827,142827,0
142828,142828,0
142829,142829,0
142830,142830,0
142831,142831,0
142832,142832,0
142833,142833,0
142834,142834,0
142835,142835,0
142836,142836,0
142837,142837,0
142838,142838,0
142839,142839,0
142840,142840,0
142841,142841,0
142842,142842,0
142843,142843,0
142844,142844,0
142845,142845,0
142846,142846,0
142847,142847,0
142848,142848,0
142849,142849,0
142850,142850,0
142851,142851,0
142852,142852,0
142853,142853,0
142854,145936,1
142855,142855,0
142856,142856,0
142857,142857,0
142858,142858,0
142859,142859,0
142860,142860,0
142861,142861,0
142862,142862,0
142863,142863,0
142864,142864,0
142866,142866,0
142869,142869,0
142871,142871,0
142873,142873,0
142874,142874,0
142875,142875,0
142879,142879,0
142881,142881,0
142882,142882,0
142883,142883,0
142884,142884,0
142885,142885,0
142886,142886,0
142887,142887,0
142888,142888,0
142889,142889,0
142890,142890,0
142891,142891,0
142893,142893,0
142894,142894,0
142896,142896,0
142897,142897,0
142898,142898,0
142899,142899,0
142900,142900,0
142902,142902,0
142903,142903,0
142904,142904,0
142905,142905,0
142906,142906,0
142907,142907,0
142908,142908,0
142909,142909,0
142910,142910,0
142911,142911,0
142912,142912,0
142913,142913,0
142914,142914,0
142915,142915,0
142918,142918,0
142921,142921,0
142922,142922,0
142923,142923,0
142924,142924,0
142925,142925,0
142926,142926,0
142928,142928,0
142929,142929,0
142930,142930,0
142931,142931,0
142932,142932,0
142933,142933,0
142934,142934,0
142935,142935,0
142936,142936,0
142937,142937,0
142938,142938,0
142939,142939,0
142940,142940,0
142941,142941,0
142942,142942,0
142943,142943,0
142944,142944,0
142945,142945,0
142946,142946,0
142947,142947,0
142948,142948,0
142949,142949,0
142950,142950,0
142951,142951,0
142952,142952,0
142953,142953,0
142954,142954,0
142955,142955,0
142956,142956,0
142957,142957,0
142958,142958,0
142959,142959,0
142960,142960,0
142961,142961,0
142962,142962,0
142963,142963,0
142964,142964,0
142965,142965,0
142966,142966,0
142967,142967,0
142968,142968,0
142969,142969,0
142970,142970,0
142971,142971,0
142972,142972,0
142973,142973,0
142974,142974,0
142975,142975,0
142976,142976,0
142977,142977,0
142978,142978,0
142979,142979,0
142980,142980,0
142981,142981,0
142982,142982,0
142983,142983,0
142984,142984,0
142985,142985,0
142986,142986,0
142987,142987,0
142988,142988,0
142989,142989,0
142990,142990,0
142991,142991,0
142992,142992,0
142993,142993,0
142994,142994,0
142995,142995,0
142996,142996,0
142997,142997,0
142998,142998,0
142999,142999,0
143000,143000,0
143001,143001,0
143002,147538,1
143003,143003,0
143004,143004,0
143005,143005,0
143006,143006,0
143007,143007,0
143009,143009,0
143010,143010,0
143011,143011,0
143012,143012,0
143013,143013,0
143014,143014,0
143015,143015,0
143016,143016,0
143017,143017,0
143018,143018,0
143019,143019,0
143020,143020,0
143021,143021,0
143022,143022,0
143024,143024,0
143025,143025,0
143026,143026,0
143027,143027,0
143029,143029,0
143030,143030,0
143031,143031,0
143032,143032,0
143033,143033,0
143034,143034,0
143035,143035,0
143036,143036,0
143037,143037,0
143038,143038,0
143039,143039,0
143040,143040,0
143041,143041,0
143042,143042,0
143043,143043,0
143046,143046,0
143048,143048,0
143049,143049,0
143050,143050,0
143051,143051,0
143052,143052,0
143053,143053,0
143054,143054,0
143055,143055,0
143056,143056,0
143057,143057,0
143058,143058,0
143059,143059,0
143060,143060,0
143061,143061,0
143062,143062,0
143063,143063,0
143064,143064,0
143065,143065,0
143066,143066,0
143067,143067,0
143068,143068,0
143069,143069,0
143070,143070,0
143071,143071,0
143072,143072,0
143073,143073,0
143074,143074,0
143075,143075,0
143076,143076,0
143077,143077,0
143078,143078,0
143079,143079,0
143081,143081,0
143082,143082,0
143083,143083,0
143084,143084,0
143085,143085,0
143086,143086,0
143087,143087,0
143088,143088,0
143089,143089,0
143090,143090,0
143091,143091,0
143092,143092,0
143093,143093,0
143094,143094,0
143095,143095,0
143096,143096,0
143097,143097,0
143098,143098,0
143099,143099,0
143100,143100,0
143101,143101,0
143102,143102,0
143103,143103,0
143104,143104,0
143105,143105,0
143106,143106,0
143107,143107,0
143108,143108,0
143109,143109,0
143110,143110,0
143111,143111,0
143112,143112,0
143113,143113,0
143114,143114,0
143115,143115,0
143116,143116,0
143117,143117,0
143118,143118,0
143119,143119,0
143120,143120,0
143121,143121,0
143122,143122,0
143123,143123,0
143124,143124,0
143125,143125,0
143126,143126,0
143127,143127,0
143128,143128,0
143129,143129,0
143130,143130,0
143131,143131,0
143132,143132,0
143133,143133,0
143134,143134,0
143135,143135,0
143136,143136,0
143137,143137,0
143138,143138,0
143139,143139,0
143140,143140,0
143141,143141,0
143142,143142,0
143143,143143,0
143144,143144,0
143145,143145,0
143146,143146,0
143147,143147,0
143148,143148,0
143149,143149,0
143150,143150,0
143151,143151,0
143152,143152,0
143153,143153,0
143154,143154,0
143155,143155,0
143156,143156,0
143157,143157,0
143158,143158,0
143159,143159,0
143160,143160,0
143164,143164,0
143165,143165,0
143166,143166,0
143167,143167,0
143168,143168,0
143169,143169,0
143170,143170,0
143171,143171,0
143172,143172,0
143173,143173,0
143174,143174,0
143175,143175,0
143176,143176,0
143177,143177,0
143178,143178,0
143179,143179,0
143180,143180,0
143181,143181,0
143182,143182,0
143183,143183,0
143184,143184,0
143185,143185,0
143186,143186,0
143187,143187,0
143188,143188,0
143189,143189,0
143190,143190,0
143191,143191,0
143192,143192,0
143193,143193,0
143194,143194,0
143195,143195,0
143196,143196,0
143197,143197,0
143198,143198,0
143199,143199,0
143200,143200,0
143201,143201,0
143202,143202,0
143203,143203,0
143204,143204,0
143205,143205,0
143206,143206,0
143207,143207,0
143208,143208,0
143209,143209,0
143210,143210,0
143211,143211,0
143212,143212,0
143213,143213,0
143214,143214,0
143215,143215,0
143216,143216,0
143217,143217,0
143218,143218,0
143219,143219,0
143220,143220,0
143221,143221,0
143222,143222,0
143223,143223,0
143224,143224,0
143225,143225,0
143226,143226,0
143227,143227,0
143228,143228,0
143230,143230,0
143231,143231,0
143232,143232,0
143238,143238,0
143239,143239,0
143240,143240,0
143241,143241,0
143242,143242,0
143243,143243,0
143244,143244,0
143245,143245,0
143246,143246,0
143247,143247,0
143248,143248,0
143249,143249,0
143250,143250,0
143251,143251,0
143252,143252,0
143253,143253,0
143254,143254,0
143256,143256,0
143257,143257,0
143258,143258,0
143259,143259,0
143260,143260,0
143261,143261,0
143262,143262,0
143263,143263,0
143264,143264,0
143265,143265,0
143266,143266,0
143267,143267,0
143268,143268,0
143269,143269,0
143270,143270,0
143271,143271,0
143272,143272,0
143273,143273,0
143274,143274,0
143275,143275,0
143276,143276,0
143277,143277,0
143278,143278,0
143279,143279,0
143280,143280,0
143281,143281,0
143282,143282,0
143283,143283,0
143284,143284,0
143285,143285,0
143286,143286,0
143287,143287,0
143288,143288,0
143289,143289,0
143290,143290,0
143291,143291,0
143292,143292,0
143293,143293,0
143294,143294,0
143295,143295,0
143296,143296,0
143297,143297,0
143298,143298,0
143299,143299,0
143300,143300,0
143301,143301,0
143302,143302,0
143303,143303,0
143304,143304,0
143305,143305,0
143306,143306,0
143307,143307,0
143308,143308,0
143309,143309,0
143310,143310,0
143311,143311,0
143312,143312,0
143313,143313,0
143314,143314,0
143315,143315,0
143316,143316,0
143317,143317,0
143318,143318,0
143319,143319,0
143320,143320,0
143321,143321,0
143322,143322,0
143323,143323,0
143325,143325,0
143326,143326,0
143327,143327,0
143329,143329,0
143330,143330,0
143331,143331,0
143332,143332,0
143333,143333,0
143334,143334,0
143335,143335,0
143336,143336,0
143337,143337,0
143338,143338,0
143339,143339,0
143340,143340,0
143341,143341,0
143345,143345,0
143346,143346,0
143347,143347,0
143348,143348,0
143349,143349,0
143350,143350,0
143351,143351,0
143352,143352,0
143353,143353,0
143354,143354,0
143355,143355,0
143356,143356,0
143358,143358,0
143359,143359,0
143360,143360,0
143361,143361,0
143362,143362,0
143363,143363,0
143364,143364,0
143365,143365,0
143366,143366,0
143367,143367,0
143368,143368,0
143369,143369,0
143370,143370,0
143371,143371,0
143372,143372,0
143373,143373,0
143374,143374,0
143375,143375,0
143376,143376,0
143377,143377,0
143378,143378,0
143379,143379,0
143380,143380,0
143381,143381,0
143382,143382,0
143383,143383,0
143384,143384,0
143385,143385,0
143386,143386,0
143387,143387,0
143388,143388,0
143389,143389,0
143390,143390,0
143391,143391,0
143393,143393,0
143394,143394,0
143395,143395,0
143396,143396,0
143397,143397,0
143398,143398,0
143400,143400,0
143401,147540,1
143403,143403,0
143404,143404,0
143406,143406,0
143407,143407,0
143408,143408,0
143409,143409,0
143410,143410,0
143411,143411,0
143412,143412,0
143413,143413,0
143414,143414,0
143415,143415,0
143416,143416,0
143417,143417,0
143418,143418,0
143419,143419,0
143420,143420,0
143421,143421,0
143422,143422,0
143424,143424,0
143425,143425,0
143426,143426,0
143427,143427,0
143428,143428,0
143429,143429,0
143430,143430,0
143431,143431,0
143432,143432,0
143433,143433,0
143434,143434,0
143435,143435,0
143436,143436,0
143437,143437,0
143438,143438,0
143439,143439,0
143440,143440,0
143441,143441,0
143442,143442,0
143443,143443,0
143444,143444,0
143445,143445,0
143446,143446,0
143447,143447,0
143448,143448,0
143449,143449,0
143450,143450,0
143451,143451,0
143452,143452,0
143453,143453,0
143454,143454,0
143455,143455,0
143456,143456,0
143457,143457,0
143458,143458,0
143459,143459,0
143460,143460,0
143461,143461,0
143462,143462,0
143463,143463,0
143464,143464,0
143466,143466,0
143467,143467,0
143468,143468,0
143469,143469,0
143470,143470,0
143471,143471,0
143472,143472,0
143473,143473,0
143474,143474,0
143475,143475,0
143476,143476,0
143477,143477,0
143478,143478,0
143479,143479,0
143480,143480,0
143481,143481,0
143482,143482,0
143483,143483,0
143484,143484,0
143485,143485,0
143486,143486,0
143487,143487,0
143488,143488,0
143489,143489,0
143490,143490,0
143491,143491,0
143492,143492,0
143493,143493,0
143494,143494,0
143495,143495,0
143497,143497,0
143498,143498,0
143499,143499,0
143500,143500,0
143501,143501,0
143502,143502,0
143503,143503,0
143504,143504,0
143505,143505,0
143506,143506,0
143507,143507,0
143508,143508,0
143509,143509,0
143510,143510,0
143511,143511,0
143512,143512,0
143513,143513,0
143514,143514,0
143515,143515,0
143516,143516,0
143517,143517,0
143518,143518,0
143519,143519,0
143520,143520,0
143521,143521,0
143522,143522,0
143523,143523,0
143524,143524,0
143525,143525,0
143526,143526,0
143527,143527,0
143528,147438,1
143530,143530,0
143531,143531,0
143532,143532,0
143533,143533,0
143534,143534,0
143535,143535,0
143536,143536,0
143537,143537,0
143538,143538,0
143539,143539,0
143540,143540,0
143541,143541,0
143542,143542,0
143543,143543,0
143544,143544,0
143545,143545,0
143546,143546,0
143547,143547,0
143548,143548,0
143549,143549,0
143550,143550,0
143551,143551,0
143552,143552,0
143553,143553,0
143554,143554,0
143555,143555,0
143556,143556,0
143557,143557,0
143558,143558,0
143559,143559,0
143560,143560,0
143561,143561,0
143562,143562,0
143563,143563,0
143564,143564,0
143565,143565,0
143566,143566,0
143567,143567,0
143568,143568,0
143569,143569,0
143571,143571,0
143572,143572,0
143573,143573,0
143574,143574,0
143575,143575,0
143576,143576,0
143578,143578,0
143579,143579,0
143580,143580,0
143581,143581,0
143582,143582,0
143583,143583,0
143584,143584,0
143585,143585,0
143586,143586,0
143587,143587,0
143588,143588,0
143589,143589,0
143590,143590,0
143591,143591,0
143592,143592,0
143593,143593,0
143594,143594,0
143595,143595,0
143596,143596,0
143597,143597,0
143598,143598,0
143599,143599,0
143601,143601,0
143602,143602,0
143603,143603,0
143604,143604,0
143605,143605,0
143606,143606,0
143607,143607,0
143608,143608,0
143609,143609,0
143610,143610,0
143611,143611,0
143612,143612,0
143613,143613,0
143614,143614,0
143615,143615,0
143616,143616,0
143617,143617,0
143618,143618,0
143619,143619,0
143620,143620,0
143621,143621,0
143622,143622,0
143623,143623,0
143624,143624,0
143625,143625,0
143626,143626,0
143627,143627,0
143628,143628,0
143629,143629,0
143630,143630,0
143631,143631,0
143632,143632,0
143633,143633,0
143634,143634,0
143635,143635,0
143636,143636,0
143638,143638,0
143639,143639,0
143640,143640,0
143641,143641,0
143642,143642,0
143643,143643,0
143646,143646,0
143648,143648,0
143649,143649,0
143651,143651,0
143652,143652,0
143653,143653,0
143654,143654,0
143655,143655,0
143656,146712,1
143659,143659,0
143663,143663,0
143668,143668,0
143671,143671,0
143679,143679,0
143686,143686,0
143689,143689,0
143697,143697,0
143702,143702,0
143704,143704,0
143706,143706,0
143712,143712,0
143723,143723,0
143729,143729,0
143731,143731,0
143734,143734,0
143746,143746,0
143749,143749,0
143750,143750,0
143756,143756,0
143761,143761,0
143763,143763,0
143766,143766,0
143768,143768,0
143770,143770,0
143771,143771,0
143772,143772,0
143773,143773,0
143774,143774,0
143775,143775,0
143776,143776,0
143777,143777,0
143778,143778,0
143779,143779,0
143780,143780,0
143781,143781,0
143782,143782,0
143783,143783,0
143784,143784,0
143785,143785,0
143786,143786,0
143787,143787,0
143788,143788,0
143789,143789,0
143790,143790,0
143791,143791,0
143792,143792,0
143793,143793,0
143794,143794,0
143795,143795,0
143796,143796,0
143797,143797,0
143798,143798,0
143799,143799,0
143800,143800,0
143801,143801,0
143802,143802,0
143803,143803,0
143804,143804,0
143805,143805,0
143806,143806,0
143807,143807,0
143808,143808,0
143809,143809,0
143810,143810,0
143811,143811,0
143812,143812,0
143813,143813,0
143814,143814,0
143816,143816,0
143817,143817,0
143818,143818,0
143821,143821,0
143822,143822,0
143823,143823,0
143824,143824,0
143825,143825,0
143826,143826,0
143827,143827,0
143828,143828,0
143829,143829,0
143830,143830,0
143832,143832,0
143833,143833,0
143834,143834,0
143835,143835,0
143836,143836,0
143838,143838,0
143839,143839,0
143840,143840,0
143841,143841,0
143843,143843,0
143844,143844,0
143845,143845,0
143846,143846,0
143847,143847,0
143848,143848,0
143849,143849,0
143850,143850,0
143852,143852,0
143853,143853,0
143854,143854,0
143855,143855,0
143856,143856,0
143857,143857,0
143858,143858,0
143859,143859,0
143860,143860,0
143861,143861,0
143862,143862,0
143863,143863,0
143864,143864,0
143865,143865,0
143866,143866,0
143867,143867,0
143868,143868,0
143869,143869,0
143870,143870,0
143871,143871,0
143872,143872,0
143873,143873,0
143874,143874,0
143875,143875,0
143876,143876,0
143877,143877,0
143878,143878,0
143879,143879,0
143880,143880,0
143881,143881,0
143882,143882,0
143883,143883,0
143884,143884,0
143886,143886,0
143887,143887,0
143888,143888,0
143889,143889,0
143890,143890,0
143891,143891,0
143892,143892,0
143893,143893,0
143894,143894,0
143895,143895,0
143896,143896,0
143897,143897,0
143898,143898,0
143899,143899,0
143900,143900,0
143901,143901,0
143902,143902,0
143903,143903,0
143904,143904,0
143905,143905,0
143906,143906,0
143907,143907,0
143908,143908,0
143909,143909,0
143910,143910,0
143911,143911,0
143912,143912,0
143916,143916,0
143918,143918,0
143926,143926,0
143927,143927,0
143928,143928,0
143929,143929,0
143930,143930,0
143931,143931,0
143932,143932,0
143933,143933,0
143934,143934,0
143935,143935,0
143936,143936,0
143938,143938,0
143939,143939,0
143940,143940,0
143941,143941,0
143942,143942,0
143943,143943,0
143944,143944,0
143945,143945,0
143946,143946,0
143947,143947,0
143948,143948,0
143949,143949,0
143950,143950,0
143951,143951,0
143952,143952,0
143953,143953,0
143954,143954,0
143955,143955,0
143956,143956,0
143957,143957,0
143958,143958,0
143959,143959,0
143960,143960,0
143961,143961,0
143962,143962,0
143963,143963,0
143964,143964,0
143965,143965,0
143966,143966,0
143967,143967,0
143968,143968,0
143969,143969,0
143970,143970,0
143971,143971,0
143972,143972,0
143973,143973,0
143974,143974,0
143975,143975,0
143976,143976,0
143977,143977,0
143978,143978,0
143979,143979,0
143980,143980,0
143981,143981,0
143982,143982,0
143983,143983,0
143984,143984,0
143985,143985,0
143986,143986,0
143987,143987,0
143988,143988,0
143989,143989,0
143990,143990,0
143991,143991,0
143992,143992,0
143993,143993,0
143994,143994,0
143995,143995,0
143996,143996,0
143997,143997,0
143998,143998,0
143999,143999,0
144000,144000,0
144001,144001,0
144002,144002,0
144003,144003,0
144004,144004,0
144005,144005,0
144006,144006,0
144007,144007,0
144008,144008,0
144009,144009,0
144010,144010,0
144012,144012,0
144013,144013,0
144014,144014,0
144015,144015,0
144016,144016,0
144017,144017,0
144018,144018,0
144019,144019,0
144020,144020,0
144021,144021,0
144022,144022,0
144023,144023,0
144024,144024,0
144025,144025,0
144027,144027,0
144028,144028,0
144029,144029,0
144030,144030,0
144031,144031,0
144033,144033,0
144035,144035,0
144036,144036,0
144037,144037,0
144038,144038,0
144039,144039,0
144041,144041,0
144042,144042,0
144043,144043,0
144044,144044,0
144045,144045,0
144046,144046,0
144047,144047,0
144048,144048,0
144050,144050,0
144053,144053,0
144054,144054,0
144055,144055,0
144056,144056,0
144058,144058,0
144059,144059,0
144060,144060,0
144061,144061,0
144062,144062,0
144063,144063,0
144064,144064,0
144065,144065,0
144066,144066,0
144067,144067,0
144068,144068,0
144069,144069,0
144070,144070,0
144071,144071,0
144072,144072,0
144073,144073,0
144074,144074,0
144076,144076,0
144077,144077,0
144078,144078,0
144079,144079,0
144080,144080,0
144081,144081,0
144082,144082,0
144083,144083,0
144084,144084,0
144086,144086,0
144089,144089,0
144091,144091,0
144093,144093,0
144094,144094,0
144095,144095,0
144097,144097,0
144098,144098,0
144099,144099,0
144100,144100,0
144101,144101,0
144102,144102,0
144103,144103,0
144104,144104,0
144105,144105,0
144107,144107,0
144108,144108,0
144109,144109,0
144110,144110,0
144111,144111,0
144112,144112,0
144113,144113,0
144114,144114,0
144115,144115,0
144116,144116,0
144117,144117,0
144118,144118,0
144119,144119,0
144122,144122,0
144128,144128,0
144131,144131,0
144132,144132,0
144133,144133,0
144134,144134,0
144135,144135,0
144136,144136,0
144137,144137,0
144139,144139,0
144140,144140,0
144141,144141,0
144142,144142,0
144143,144143,0
144144,144144,0
144145,144145,0
144146,144146,0
144147,144147,0
144148,144148,0
144155,144155,0
144156,144156,0
144157,144157,0
144159,144159,0
144161,144161,0
144162,144162,0
144163,144163,0
144164,144164,0
144165,144165,0
144166,144166,0
144167,144167,0
144168,144168,0
144170,144170,0
144172,144172,0
144173,144173,0
144176,144176,0
144177,144177,0
144178,144178,0
144180,144180,0
144181,144181,0
144182,144182,0
144183,144183,0
144184,144184,0
144185,144185,0
144186,144186,0
144187,144187,0
144188,144188,0
144189,144189,0
144191,144191,0
144192,144192,0
144193,144193,0
144194,144194,0
144195,144195,0
144196,144196,0
144197,144197,0
144198,144198,0
144199,144199,0
144200,144200,0
144201,144201,0
144202,144202,0
144203,144203,0
144204,144204,0
144205,144205,0
144206,144206,0
144207,144207,0
144208,144208,0
144209,144209,0
144210,144210,0
144211,144211,0
144212,144212,0
144213,144213,0
144214,144214,0
144215,144215,0
144216,144216,0
144217,144217,0
144218,144218,0
144219,144219,0
144220,144220,0
144221,144221,0
144222,144222,0
144223,144223,0
144224,144224,0
144225,144225,0
144228,144228,0
144229,144229,0
144230,144230,0
144231,144231,0
144232,144232,0
144233,144233,0
144234,144234,0
144235,144235,0
144236,144236,0
144237,144237,0
144238,144238,0
144239,144239,0
144240,144240,0
144241,144241,0
144242,144242,0
144243,144243,0
144244,144244,0
144248,144248,0
144249,144249,0
144251,144251,0
144252,144252,0
144253,144253,0
144256,144256,0
144257,144257,0
144258,144258,0
144259,144259,0
144260,144260,0
144261,144261,0
144262,144262,0
144264,144264,0
144265,144265,0
144266,144266,0
144267,144267,0
144269,144269,0
144270,144270,0
144271,144271,0
144272,144272,0
144273,144273,0
144274,144274,0
144275,144275,0
144276,144276,0
144277,144277,0
144278,144278,0
144279,144279,0
144280,144280,0
144281,144281,0
144282,144282,0
144283,144283,0
144284,144284,0
144285,144285,0
144286,144286,0
144287,144287,0
144288,144288,0
144289,144289,0
144290,144290,0
144291,144291,0
144292,144292,0
144293,144293,0
144298,144298,0
144299,144299,0
144301,144301,0
144302,144302,0
144303,144303,0
144304,144304,0
144305,144305,0
144306,144306,0
144307,144307,0
144308,144308,0
144309,144309,0
144310,144310,0
144311,144311,0
144312,144312,0
144313,144313,0
144314,144314,0
144315,144315,0
144316,144316,0
144317,144317,0
144318,144318,0
144319,144319,0
144320,144320,0
144321,144321,0
144322,144322,0
144323,144323,0
144324,144324,0
144325,144325,0
144326,144326,0
144327,144327,0
144329,144329,0
144330,144330,0
144331,144331,0
144332,144332,0
144333,144333,0
144334,144334,0
144335,144335,0
144336,144336,0
144337,144337,0
144339,144339,0
144340,144340,0
144341,144341,0
144342,144342,0
144343,144343,0
144344,144344,0
144345,144345,0
144346,144346,0
144347,144347,0
144348,144348,0
144349,144349,0
144350,144350,0
144351,144351,0
144352,144352,0
144354,144354,0
144355,144355,0
144356,144356,0
144357,144357,0
144358,144358,0
144359,144359,0
144360,144360,0
144361,144361,0
144363,144363,0
144364,144364,0
144366,144366,0
144367,144367,0
144368,144368,0
144369,144369,0
144370,144370,0
144371,144371,0
144372,144372,0
144374,144374,0
144375,144375,0
144376,144376,0
144377,144377,0
144378,144378,0
144379,144379,0
144381,144381,0
144382,144382,0
144383,144383,0
144384,144384,0
144385,144385,0
144386,144386,0
144387,144387,0
144388,144388,0
144389,144389,0
144390,144390,0
144391,144391,0
144392,144392,0
144393,144393,0
144394,144394,0
144395,144395,0
144396,144396,0
144397,144397,0
144398,144398,0
144399,144399,0
144400,144400,0
144401,144401,0
144402,144402,0
144404,144404,0
144405,144405,0
144406,144406,0
144407,144407,0
144408,144408,0
144410,144410,0
144411,144411,0
144412,144412,0
144413,144413,0
144414,144414,0
144415,144415,0
144416,144416,0
144417,144417,0
144418,144418,0
144419,144419,0
144420,144420,0
144421,144421,0
144422,144422,0
144423,144423,0
144424,144424,0
144425,144425,0
144426,144426,0
144427,144427,0
144428,144428,0
144429,144429,0
144430,144430,0
144431,144431,0
144432,144432,0
144433,144433,0
144434,144434,0
144435,144435,0
144436,144436,0
144437,144437,0
144439,144439,0
144441,144441,0
144442,144442,0
144443,144443,0
144444,144444,0
144445,144445,0
144446,144446,0
144447,144447,0
144448,144448,0
144449,144449,0
144453,144453,0
144454,144454,0
144455,144455,0
144456,144456,0
144457,144457,0
144458,144458,0
144459,144459,0
144460,144460,0
144461,144461,0
144462,144462,0
144463,144463,0
144464,144464,0
144465,144465,0
144466,144466,0
144467,144467,0
144468,144468,0
144469,144469,0
144470,144470,0
144471,144471,0
144472,144472,0
144473,144473,0
144474,144474,0
144475,144475,0
144478,144478,0
144479,144479,0
144481,144481,0
144482,144482,0
144483,144483,0
144484,144484,0
144485,144485,0
144486,144486,0
144487,144487,0
144488,144488,0
144489,144489,0
144490,144490,0
144491,144491,0
144492,144492,0
144493,144493,0
144494,144494,0
144495,144495,0
144496,144496,0
144497,146624,1
144498,144498,0
144499,144499,0
144500,144500,0
144501,144501,0
144502,144502,0
144503,144503,0
144504,144504,0
144505,144505,0
144506,144506,0
144507,144507,0
144508,144508,0
144509,144509,0
144511,144511,0
144514,144514,0
144515,144515,0
144516,144516,0
144517,144517,0
144518,144518,0
144519,144519,0
144520,144520,0
144521,144521,0
144522,144522,0
144523,144523,0
144524,144524,0
144525,144525,0
144526,144526,0
144527,144527,0
144528,144528,0
144529,144529,0
144530,144530,0
144531,144531,0
144532,144532,0
144533,144533,0
144534,144534,0
144535,144535,0
144536,144536,0
144537,144537,0
144538,144538,0
144539,144539,0
144540,144540,0
144541,144541,0
144542,144542,0
144544,144544,0
144545,144545,0
144546,144546,0
144547,144547,0
144548,144548,0
144549,144549,0
144550,144550,0
144551,144551,0
144553,144553,0
144554,144554,0
144555,144555,0
144557,144557,0
144558,144558,0
144559,144559,0
144560,144560,0
144561,144561,0
144562,144562,0
144563,144563,0
144565,144565,0
144566,144566,0
144568,144568,0
144569,144569,0
144570,144570,0
144571,144571,0
144572,144572,0
144573,144573,0
144574,144574,0
144575,144575,0
144577,144577,0
144579,144579,0
144580,144580,0
144581,144581,0
144582,144582,0
144583,144583,0
144584,144584,0
144586,144586,0
144587,144587,0
144588,144588,0
144589,144589,0
144590,144590,0
144591,144591,0
144592,144592,0
144593,144593,0
144594,144594,0
144595,144595,0
144596,144596,0
144597,144597,0
144598,144598,0
144599,144599,0
144600,144600,0
144601,144601,0
144602,144602,0
144603,144603,0
144604,144604,0
144605,144605,0
144606,144606,0
144607,144607,0
144608,144608,0
144609,144609,0
144610,144610,0
144611,144611,0
144612,144612,0
144615,144615,0
144617,144617,0
144618,144618,0
144619,144619,0
144620,144620,0
144621,144621,0
144622,144622,0
